4288,66
4438,14
4439,10
4582,59
4638,37
4690,263
4733,58
4734,306
4739,84
4792,215
4854,78
4926,104
4969,10
4998,68
5027,18
5052,149
5062,153
5071,422
5077,37
5111,329
5144,52
5159,134
5163,70
5203,54
5295,330
5296,140
5310,39
5315,317
5335,231
5359,141
5424,83
5430,465
5530,79
5580,305
5587,81
5590,197
5591,321
5685,102
5688,128
5710,173
5770,152
5775,27
5777,137
5782,87
5829,254
5883,42
5893,61
5901,177
5921,107
5925,311
5989,31
6091,19
6098,11
6167,35
6176,124
6227,119
6452,39
6461,27
6464,284
6549,12
6581,6
6654,79
6655,27
6667,290
6700,15
6708,41
6709,182
6714,603
6733,492
6764,13
6788,172
6789,318
6792,51
7013,327
7015,77
7080,22
7112,126
7150,143
7157,1052
7161,153
7189,543
7272,91
7275,14
7409,115
7441,8
7454,105
7529,411
7531,441
7532,459
7535,101
7536,231
7874,328
8202,140
8470,60
8482,22
8506,24
8529,11
8601,109
8646,55
8651,72
8724,88
8751,43
8871,19
8933,27
8936,67
8976,93
9021,90
9043,69
9046,45
9051,95
9054,43
9187,8
9228,27
9229,34
9282,75
9402,94
9472,18
9564,95
9569,30
9610,62
9744,20
9757,42
9784,51
9793,96
9820,638
9908,75
9991,291
10006,134
10021,8
10075,456
10152,221
10163,56
10174,155
10236,201
10262,129
10273,298
10278,33
10399,211
10413,156
10524,293
10557,52
10580,45
10598,149
10618,76
10725,22
10728,112
10750,40
10923,54
10970,102
10971,478
11073,71
11116,141
11176,28
11183,40
11184,44
11248,14
11250,5
11315,84
22839,44
22999,26
23002,40
23114,20
23136,117
23230,21
23327,185
23385,142
23429,57
23607,96
23616,25
25920,42
26052,61
26469,18
26524,162
26960,24
27120,78
27154,12
28996,79
29886,30
29934,15
30009,10
30011,228
50807,49
50937,16
51428,177
51466,53
51517,78
55014,35
55114,43
55321,1
55379,85
55589,47
55740,55
55824,49
56141,7
56658,96
56897,46
56955,13
56961,11
56995,7
57142,106
57190,24
57396,26
57506,90
57716,11
58512,21
60385,32
64111,4
64714,28
64780,30
64857,12
65268,15
79577,116
79705,89
79723,59
79890,50
79930,38
80725,12
80831,7
80852,11
81857,72
81928,11
83541,51
83660,21
83939,40
84287,4
84959,129
85021,50
85358,24
85439,39
90990,6
91179,12
91746,71
91768,13
92591,26
114784,7
114879,20
118788,12
126669,6
127933,65
128853,13
139716,9
170825,2
284086,57
344148,7
653361,62
26,12
7073,93
8928,96
9802,187
23126,117
55093,334
84872,50
220002,7
284365,27
348093,71
3141,87
3688,138
4294,36
5175,35
7164,20
8440,189
8503,150
8832,8
9322,95
9529,65
10572,40
11339,125
23640,93
51564,142
57091,12
80306,93
81545,18
28,5
57520,296
65983,29
84283,33
148,10
1894,163
8924,227
9212,271
9702,130
11190,248
79959,207
30,31
1964,46
2961,116
3295,51
4695,80
4701,81
5191,29
5479,82
5830,78
6223,185
6342,47
7419,69
7919,100
8520,48
10797,25
25921,16
28977,71
51061,51
51119,46
57794,65
58477,149
83696,42
84324,70
116540,64
202559,136
441150,8
31,95
156,209
408,280
648,387
768,37
1019,309
1025,307
1114,44
1315,96
1445,154
1452,324
1454,414
2036,56
2932,471
3065,650
3434,51
3611,462
3799,134
3959,187
4163,306
4298,54
4300,63
4869,657
4939,8
5261,284
5521,189
5562,187
5563,192
5567,179
5571,60
5610,261
5669,46
5695,85
5728,261
6195,265
6310,304
7203,276
7334,209
7415,600
8518,76
9306,54
9391,130
9938,29
9943,170
10494,192
10762,77
11337,498
23411,367
23512,367
54821,31
55671,37
55827,43
55872,121
57016,13
79025,43
112858,202
137868,15
152816,39
200879,51
32,26
919,139
1994,1760
5996,14
8359,366
23243,119
54880,100
55211,119
79923,219
84759,106
33,7
7051,68
127833,11
339967,9
34,24
801,408
2108,52
2109,34
6612,859
8192,76
8452,1173
10868,82
11171,107
23710,546
373509,26
387082,111
35,13
1800,56
1871,168
3665,54
6015,70
6811,87
8220,48
25777,74
57226,12
64411,33
221458,7
36,19
7837,26
10869,81
26123,310
54915,77
57096,59
57187,107
85302,145
37,50
213,218
1386,420
1543,75
3155,20
3796,73
3921,215
4878,51
5036,120
6834,13
8562,48
8665,128
8875,39
9522,45
9659,158
10243,40
10632,26
10901,52
10988,53
11129,38
23409,112
26275,15
27068,28
51079,70
55756,20
79072,79
79922,43
84259,37
133396,28
284067,6
339229,48
38,54
39,46
50,21
189,34
1434,124
2305,81
2688,87
3106,345
3107,115
4141,76
4350,99
5885,250
6294,94
6389,97
6742,104
7381,53
8266,298
8454,679
8458,70
9898,53
10014,358
10289,169
10449,34
10469,57
10985,86
23043,126
54543,23
81027,95
100128525,20
191,80
207,521
223,18
1045,23
2271,52
2778,89
3149,29
7408,106
7629,69
8900,87
9039,40
9061,45
9474,114
9477,127
10381,307
22878,27
24140,114
26007,25
29101,27
29789,42
29968,35
51741,339
125488,7
40,5
41,13
2040,129
9311,8
9399,11
9463,411
4287,95
8795,77
9451,45
11000,27
55325,30
43,16
1277,79
1282,42
2801,475
3912,44
8292,20
9421,18
11016,55
145270,1
284217,40
100529141,2
47,71
382,171
1407,154
1408,177
3276,176
3838,204
3840,65
4175,103
4691,282
4831,108
5537,53
6780,352
7014,273
7022,96
7030,54
7428,487
7706,86
8412,84
8793,48
8841,311
8850,203
9641,378
10916,80
22926,49
22933,140
51548,186
51593,78
55294,211
55832,664
57122,106
142685,30
48,29
1503,71
3956,93
4604,27
4703,45
4882,39
4904,396
5578,458
6445,23
8335,81
8624,45
8880,94
26112,24
26234,43
28960,45
113246,11
49,5
5104,36
7783,4
7784,12
4292,202
23524,252
25942,223
140462,38
342371,67
51,43
1340,42
1632,10
2938,17
3185,220
4074,29
5195,91
5894,225
6175,184
6182,157
6191,236
6517,53
7322,245
7335,164
8434,34
9240,201
9380,22
9516,62
10150,13
10247,31
11072,49
23022,49
27314,31
51560,54
54732,59
79876,88
90070,40
91653,18
92949,7
219743,15
414149,13
52,40
580,284
1969,89
2035,147
2047,26
2167,18
2908,230
3643,127
3791,78
3932,203
6136,152
51460,24
54874,19
55052,48
55110,63
345651,184
445582,33
53,39
1901,34
1902,145
3358,93
3965,81
5133,54
6442,20
6541,67
7124,139
7201,5
7386,55
8992,12
9294,24
10490,94
10712,90
10917,8
10951,107
22918,36
23545,56
51046,14
51726,89
56928,101
64768,100
64805,62
79794,20
118813,31
219931,55
283375,45
54,16
1959,26
2239,23
5516,168
5601,189
6118,470
6696,92
7704,165
8743,33
9141,33
9410,75
25792,25
51478,17
54978,29
80311,44
55,30
2495,106
3298,82
3507,43
6199,214
6478,88
9611,216
11127,77
22915,17
26235,39
51077,63
63904,23
79944,17
83416,9
144811,38
388389,29
594855,17
71,182
159,37
199,5
830,253
881,4
1000,78
1072,118
1264,21
1432,381
1500,79
1739,108
1756,59
1773,5
1837,37
2037,59
2059,75
2120,45
2620,4
2638,25
2934,92
3059,80
3091,194
3673,34
3706,10
4130,43
4306,39
4627,364
4632,17
4641,192
4646,81
4647,16
4650,34
4651,27
4892,8
5058,246
5201,98
5216,84
5337,56
5499,398
5500,267
5502,13
5581,105
5879,241
6198,130
6271,31
6275,77
6525,14
6598,132
6602,182
6624,67
6698,8
6712,33
6876,28
6950,233
7082,118
7090,74
7094,147
7114,51
7135,13
7137,31
7169,107
7170,130
7205,298
7248,113
7273,141
7337,186
7414,225
7429,12
7431,367
7564,37
8522,36
8826,299
9026,57
9087,6
9111,83
9267,26
9468,8
9493,61
9562,19
9643,117
9712,15
9759,241
10120,48
10297,26
10391,9
10487,49
10575,210
10576,269
10787,51
10933,127
11034,82
11144,27
22885,17
22948,198
23191,63
23214,35
23268,31
23406,17
23499,70
26001,31
26136,59
26146,84
26191,29
27252,96
27429,67
29109,41
29761,51
51086,53
51474,201
53405,13
54206,58
54434,28
54700,32
54961,22
55257,73
55742,42
55845,37
55860,39
55869,99
55929,71
56259,67
57787,59
60312,32
64750,163
79083,9
80020,34
84172,55
84448,8
84675,97
84676,100
84687,48
84859,35
85477,19
91624,39
121512,5
137735,8
142678,24
154796,135
165904,9
221692,2
337867,58
388569,80
399687,167
554045,26
653145,14
100506658,65
70,85
88,98
146,17
173,4
239,12
369,128
845,49
1060,28
1132,60
1265,24
1627,237
1639,242
1718,27
2760,30
2950,85
3778,18
3982,2
4142,66
4628,98
4629,54
4736,169
5068,9
5217,59
5553,72
5934,487
6037,16
6117,479
6119,388
6130,180
6139,145
6141,252
6210,173
6217,223
6231,154
6401,25
7020,147
7068,84
7168,114
7356,8
7791,166
7903,69
8450,367
8487,70
8558,23
8725,64
8747,27
9045,231
9184,101
9274,65
9749,16
10141,19
10486,28
11221,24
11277,25
11344,65
22955,34
23190,30
26045,13
27179,13
29766,91
50488,32
51081,69
51116,53
51270,36
51271,20
55095,21
55200,21
55825,13
55850,68
55954,25
57129,68
57215,43
57530,34
64393,25
78992,10
84290,17
84557,444
84690,9
84991,70
92400,13
103910,59
114088,47
132014,10
142679,18
154214,6
163059,10
255394,14
256933,28
257169,8
339302,9
388335,5
440738,69
89,67
100,18
238,86
240,69
302,145
409,391
467,74
582,52
585,41
829,101
920,118
975,234
1073,41
1104,111
1207,102
1460,313
1490,33
1536,13
1601,96
1636,14
1654,206
1671,20
1786,122
1789,92
1915,384
1962,78
1974,82
2078,115
2091,238
2146,332
2275,192
2314,71
2319,81
2357,9
2516,78
2537,6
2768,59
2771,132
3178,543
3182,104
3184,279
3187,227
3215,109
3293,21
3354,8
3363,79
3385,14
3575,111
3646,119
3837,251
3842,83
3983,70
4000,267
4010,21
4046,35
4088,421
4093,128
4109,43
4116,222
4131,84
4170,84
4212,58
4255,78
4261,34
4311,127
4323,42
4543,156
4599,49
4607,28
4637,98
4643,55
4688,29
4843,157
4907,56
5130,30
5245,149
5321,51
5338,62
5340,75
5429,48
5481,54
5501,318
5598,96
5764,105
5862,92
5867,52
5880,40
6129,206
6135,197
6138,181
6146,162
6189,269
6201,172
6202,303
6203,188
6204,159
6206,112
6207,202
6222,163
6229,183
6232,137
6282,36
6336,2
6497,129
6530,7
6559,15
6597,233
6601,152
6605,155
6749,124
6760,55
6810,93
6840,117
6882,43
7136,20
7283,250
7314,336
7417,93
7430,153
7447,17
7468,183
7528,179
7846,394
7965,109
8065,417
8347,267
8402,61
8407,62
8439,41
8460,12
8507,18
8607,268
8655,249
8662,75
8663,96
8664,90
8668,117
8808,8
8842,5
8904,39
8941,5
9456,62
9657,237
9911,40
9924,346
10013,294
10096,98
10097,147
10128,124
10202,32
10426,148
10458,75
10480,48
10498,120
10529,44
10611,64
10625,72
10627,71
10657,149
10694,177
10810,33
10844,96
10856,296
10980,329
11021,41
11098,39
11151,51
11346,157
22890,112
23242,32
23400,69
23468,209
23603,88
23623,81
25802,1
25913,212
25932,21
25939,80
25941,15
26260,197
26277,119
26578,59
27335,63
29121,96
29124,17
51078,23
51129,26
51377,199
51762,43
51807,70
54617,33
55333,31
55676,24
55904,47
55998,8
56257,192
57116,14
57154,347
57591,32
64005,10
64434,44
64854,42
65057,79
65979,26
79585,26
79608,37
83988,27
84700,7
85461,22
85464,23
89870,45
94097,22
115106,153
116150,22
121441,143
131034,40
142689,28
192669,72
192670,79
203068,334
221184,67
254427,38
283420,8
644591,18
81,122
283,15
823,123
1612,71
3315,376
5756,48
6521,24
6871,154
7456,42
9070,88
9625,19
10015,106
11133,41
11275,77
23224,42
23345,41
51660,7
53335,40
56901,18
338872,35
339451,8
154,287
308,45
1147,185
1488,152
3001,24
3003,13
3551,190
3981,122
4192,55
4214,230
4215,202
4640,17
4791,185
4793,98
5800,34
5966,344
5971,106
6456,79
6487,6
6885,230
7132,242
7133,123
7185,322
7186,514
8139,208
8350,495
8717,82
8737,116
8767,104
9020,154
9252,111
9260,157
9638,86
9815,68
9978,178
10134,76
10397,105
11035,137
22947,156
23118,130
27185,217
28952,81
54443,149
54869,12
55607,38
55930,100
57379,69
64787,13
79574,5
79784,52
80179,176
80705,85
92912,25
93661,3
72,18
87,160
135,16
655,57
815,170
816,85
818,84
1308,22
2783,155
4205,70
5054,38
5781,201
5914,181
6314,84
6772,226
7295,118
7343,90
7421,119
8161,121
9124,33
9223,51
9351,84
10612,35
10946,105
22919,181
23309,74
26278,20
50804,52
51213,100
51778,19
55017,31
57554,21
58529,46
79778,12
86,124
396,86
605,57
908,207
1727,49
2107,61
2237,78
2648,137
3015,65
3069,88
3094,33
3621,61
3622,49
4798,49
5082,48
5605,57
5977,63
6595,112
6599,146
6603,51
6657,363
6925,294
6944,49
7031,62
8089,109
8110,36
8289,62
8295,115
8456,37
8615,82
8815,74
9031,78
9406,91
10102,36
10291,175
10445,142
10467,39
10574,236
10693,90
10847,51
10902,43
26122,23
29844,53
51552,58
51592,108
54556,53
54891,16
55188,21
55193,55
56916,141
57088,75
57634,51
58490,89
64431,35
64769,57
65992,34
79913,41
80314,33
81876,44
83444,78
84717,41
85403,86
92140,33
93973,26
125476,26
255626,104
283150,43
283899,43
374654,56
643752,3
100132074,10
800,46
1050,126
1191,151
1465,20
1495,111
1605,58
1965,94
2203,50
2395,15
2893,17
2903,30
2965,68
4026,61
4110,126
4174,242
4544,131
4938,13
5341,18
5585,129
5663,115
5682,250
5747,198
5834,51
6311,69
6728,27
6993,132
7518,57
8048,69
8050,32
8328,77
8648,124
8851,52
9099,170
9253,33
9499,20
9618,154
9852,54
10062,64
10254,62
10755,54
10912,70
23109,4
50717,63
51588,104
55626,98
79933,7
91977,9
115265,144
117178,240
124535,2
125950,56
146059,14
200845,41
220082,123
572,76
817,119
1742,123
2902,61
2904,50
3351,10
3739,25
3741,58
3781,10
4342,84
4606,36
5311,51
6615,94
6672,65
7277,260
7289,113
7982,34
8038,39
8204,79
8291,53
8856,46
9172,20
10499,107
11155,9
11224,118
23139,39
23557,106
26060,111
26505,82
26584,6
29967,24
55663,64
63923,3
64400,51
79696,50
84312,36
84665,18
158297,43
171024,22
283807,5
285093,46
399693,70
440836,11
590,30
3712,19
4105,111
4706,46
5096,22
5318,77
5753,60
6374,14
8022,91
8227,38
8618,39
8862,44
11077,258
11281,185
23564,39
23650,112
51225,69
54778,80
55138,130
58190,49
79088,30
84662,51
84970,92
85444,21
91419,34
151254,45
170954,98
246100,73
286887,38
391257,90
402381,22
100131816,23
90,121
91,55
92,40
93,63
94,30
269,9
650,33
657,107
659,77
1123,15
1647,103
2022,22
2268,91
2280,46
2281,16
2288,93
2339,35
3300,49
3547,12
3624,21
3625,12
3626,7
4086,221
4090,70
4091,56
4092,109
4776,71
4893,70
5218,36
5865,37
5911,58
6196,116
6233,191
6256,153
6258,48
7046,244
7048,187
7311,120
8200,32
8797,61
8805,109
8878,299
9392,30
9482,68
9604,39
9886,27
9958,156
10025,62
10477,124
10713,89
11059,95
22800,43
23089,45
23149,51
23551,19
25805,18
27005,84
28512,13
29068,31
29984,27
51126,17
51207,15
51285,16
51293,30
55111,15
55120,64
55622,18
55761,30
55785,11
56957,68
57111,26
57381,31
57655,29
58473,20
64284,17
64801,27
79674,7
80349,54
80895,20
81788,28
83452,18
84085,26
84125,29
84962,42
93611,27
112609,65
121268,15
200894,28
283212,9
284996,28
331,169
4087,402
4089,319
5594,434
5599,304
6642,80
6643,68
6997,32
7257,126
7917,283
9765,14
10099,56
10956,117
26262,46
51567,49
55754,67
64601,49
84146,48
161291,80
253012,37
654,14
753,50
1616,202
2658,6
2661,56
3623,10
5733,117
7049,33
7097,48
9863,27
23500,17
26994,115
27302,16
56135,10
64755,42
84868,80
116254,64
343521,7
658,122
1261,27
2660,13
2925,53
3566,50
3812,20
4838,7
5579,140
7726,78
8641,55
8788,69
10220,20
11167,40
23408,83
55540,32
55616,67
56110,51
58533,73
130399,7
140809,65
284359,20
3678,50
7040,134
7043,19
29957,35
283970,5
95,32
583,46
4521,21
6396,83
7265,95
9179,46
10286,110
29851,8
30012,76
51329,39
51400,98
55212,75
66037,45
115572,48
115992,62
146325,67
162466,4
97,4
1869,575
98,4
6820,18
58487,27
134,14
136,8
1803,34
1812,13
2191,26
9063,152
54386,173
728378,64
101,6
2119,31
6404,22
10272,9
10468,32
102,33
558,38
928,47
1942,17
1943,11
2923,120
4085,86
4853,59
6901,100
7039,19
10098,64
10678,30
22921,9
23555,20
28514,17
81619,8
83882,6
152503,15
219431,3
340348,7
103,74
2290,91
2300,125
3170,25
3171,52
3516,138
5976,183
6628,167
6638,127
6895,71
7329,482
7517,150
9447,111
9734,98
9782,213
9984,110
10460,88
10521,162
23291,411
23435,312
27023,132
27067,49
27161,224
50943,95
51320,109
54512,84
80145,61
84640,13
93380,111
196441,94
399823,52
104,33
976,54
5300,323
6942,44
7866,20
8575,71
10969,110
11060,123
23212,163
51154,45
51491,30
51663,71
55153,27
55299,88
55342,65
55922,44
79698,20
84310,29
87178,36
115098,19
170082,116
105,9
1062,41
3832,129
10197,193
54882,61
107,2
108,4
111,10
109,18
814,55
9498,33
10246,54
64091,21
161003,9
5997,73
112,20
970,80
1139,8
11041,45
25844,109
50674,44
55630,102
79582,6
81544,40
163183,96
113,6
8896,43
114,5
805,47
5515,293
115,18
374,20
939,34
2844,73
6574,26
8417,88
23306,19
51124,24
92370,8
196500,12
200728,396
116,34
117,3
262,37
323,36
835,50
1070,31
4924,42
6344,8
6469,25
7433,41
7434,99
9453,30
9648,27
10920,65
25852,70
26031,59
26515,8
26519,23
27344,10
51646,32
54994,48
55352,36
60485,91
79018,35
135293,41
118,70
119,28
120,34
667,78
836,196
1111,241
2634,43
3339,58
3398,101
3399,58
6093,82
6710,30
6711,139
7111,48
7171,64
10363,92
10763,65
10808,94
23390,246
29914,10
53371,86
54955,122
55602,54
64225,37
64423,32
79760,40
147463,7
202500,78
222229,43
286336,4
5275,32
5803,21
9475,44
22895,22
26747,117
50619,52
54935,46
83594,12
126133,23
3064,350
4013,35
4176,264
6776,129
28999,24
79885,147
80237,22
284427,83
123,6
338,70
375,70
5602,76
51099,18
124,6
3033,15
126,4
5371,253
11213,30
64131,3
127,8
140691,61
128,15
405,67
1107,163
2101,56
7448,145
80148,4
130,10
3845,100
6235,92
10318,130
26057,44
26156,77
83593,56
84268,13
131,5
5297,78
132,9
2244,117
11153,4
55666,99
79644,2
133,9
1807,8
1906,12
3075,27
10203,6
10266,9
2775,62
2781,62
2911,18
5028,10
11267,44
1268,11
1813,32
7375,117
9266,36
10135,37
54550,90
1630,60
9423,8
10308,11
140,12
478,32
479,58
8834,44
23061,25
23066,35
30000,86
55705,73
65123,69
113174,46
141,10
586,43
3024,185
7024,125
54464,103
84656,253
596,139
641,94
688,53
701,104
834,70
840,98
841,208
942,13
1024,132
1059,68
1068,49
1069,61
1728,28
2115,30
2194,118
2289,151
2308,77
2631,61
3002,43
3004,10
3006,136
3020,155
3159,100
3217,17
3280,56
3306,101
4097,43
4602,82
4605,60
4771,214
4772,98
4782,29
4851,228
5241,80
5423,42
5451,87
5469,126
5603,112
6047,86
6050,58
6125,218
6143,171
6259,89
6594,49
6688,63
6884,30
6886,56
6919,178
6929,178
6934,80
7067,113
7069,26
7113,73
7153,107
7155,76
7391,81
7486,51
7515,88
7520,273
7975,33
8216,69
8337,44
8353,12
8505,20
8535,137
8914,39
9188,171
9439,172
9440,81
9443,61
9555,91
9557,71
9862,70
9918,52
9967,140
10001,55
10038,100
10039,14
10155,312
10210,70
10212,89
10432,138
10664,68
10989,144
11009,28
11017,110
11198,153
11232,20
11279,15
11284,90
23031,47
23054,94
23075,31
23076,74
23090,21
23649,62
23764,40
26168,123
28992,30
29128,73
29843,51
29935,17
51365,10
51720,77
54840,36
54971,179
55743,60
57504,87
57602,40
64151,63
79968,54
81847,44
83666,12
84142,24
84464,176
84733,65
91608,27
115426,62
140890,86
149628,121
200558,42
221443,11
221504,64
267004,53
414899,12
143,14
7011,12
9961,93
10550,54
64326,96
267,126
4842,39
10613,53
11160,100
54212,11
147,14
2767,38
2776,101
3500,80
6295,6
649,54
3577,22
3579,39
150,13
153,18
1967,58
2782,101
5708,245
7345,71
54331,36
151,6
25837,13
152,8
6457,56
9737,52
114928,84
260425,29
155,6
157,15
219,33
224,70
226,81
378,38
394,22
407,35
488,91
493,53
509,105
539,96
634,26
708,274
826,72
859,57
871,92
968,20
1047,19
1312,31
1468,69
1603,23
1737,47
1778,165
1829,37
1936,173
1938,180
1973,118
2769,29
2773,106
2780,17
2861,29
2870,49
2892,27
3032,89
3188,121
3190,342
3303,365
3304,286
3313,259
3360,4
3418,22
3419,25
3420,35
3421,22
3570,25
3753,7
3760,11
3762,19
3763,18
3765,8
3848,109
3849,66
3852,76
3857,58
3858,69
3920,94
4162,19
4522,87
4698,51
4720,62
4722,147
4723,67
4905,94
4942,41
4985,36
5091,59
5093,154
5094,108
5160,49
5162,74
5250,124
5731,5
5832,44
5873,33
5903,138
6001,14
6048,75
6184,98
6185,80
6193,168
6510,64
6520,66
6623,31
6748,75
6775,27
6921,132
7037,99
7184,153
7251,194
7253,47
7280,134
7284,200
7385,61
7423,17
7555,152
7993,32
8490,8
8540,29
8786,10
8787,11
9131,129
9218,228
9289,3
9368,128
9495,37
9554,94
9590,30
9630,11
9631,65
9688,80
9868,31
9900,12
10130,97
10131,92
10165,65
10193,70
10857,67
10994,43
11331,151
22931,31
23032,47
23225,35
23516,10
23542,99
23770,108
25902,28
26279,2
26355,23
26575,43
27032,16
28976,81
29927,53
30968,73
51144,23
51257,18
51292,11
51528,11
51704,19
54552,42
55161,36
55699,61
55970,22
56889,13
57561,59
57826,18
59345,66
64087,60
79581,5
79888,26
81542,50
81892,54
83590,28
83737,178
84263,26
85366,35
85397,11
85476,22
91304,23
91947,12
92609,138
92714,38
112399,51
